sentence	lable
hei käik in dei Glîke raff un saoġ , dat dat Volk siëck nao sinen Stämmen 'elagert harre , un iëhme was dat fotts bewiëtten , dat de Häär sine Hand üöwwer düesem Volk holl un et siägnen woll .	0
de Häär wett ink dat daun !	0
de Breif was in Rußland afgesandt Un kam van Vader sin ' Lüütenant , Dä schräif , dat Vader was dout .	0
sou make iëck dat ouk met diän öllesten Kalwern un Lammern .	0
» Snack , Bartel !	1
de frög em denn nah den rechten Weg un sünst allerlei .	1
bet herto hebbt wi nix höört von Opdelen , un so ' n Slag as düsse hier lunger un bedel un stool sik dörch , in ' n besten Fall heiraat he sik en flitige Persoon ran , de müß em dörchslepen , den Daugenix .	1
Mose/Numeri 11 , 10 - 23	0
wat en Tostand !	1
eck seih se noch Iähre leste Hawe Reddigen , Diän wennigen Krämpel Schliëppen Nao 'm Bombenhagel Vandage lästert Iähre Süenne Un Enkel Am Stammdisch Wann däFrüemmden Sperrmüll utsotäiert .	0
Anfang November seggt de Bokbinner mal to sin ' Nahwer , den Slachter Martens : wenn du inne nächsten Dag ' mal nah Duvenhamm föhrst , denn kunnst du mi en lütten Gefalln dohn .	1
iék härre , Wat sei ouk woll , verspruaken ; iék mak 're , dat iék dorutkam .	0
dat , meind ' hei , Wör éin Handwiark fiar iahn , un toug dei Glocke .	0
ick searn tu schlapp un kann nitt opstonn. “ Dä Wollef drückete die Dörklinke runger un ching strackfort tum Bedde un frot die Humma rump un stump .	0
grade sau slyem is et nit ; Dät Fränsken is doch ‘ n bars Miäken .	0
twai Fruggens öüt Langenägge woren in Allenhungeme taum Inkaapen .	0
et naches foll dat met diäm Dau vam Hiäwen .	0
» Wagen op Wagen jaagt von Itzeho her na Kellnhusen un Wrist to , un Stafetten kaamt von dar .	1
ase enner van deän Luien vermissset wor , geng de Soikerey läs .	0
» Nee nee , so höör mi doch an , lütt Jung !	1
un ick be so oft , Vetter much mi em doch mal wiesen , dat't toletz en Fahrt mit Hartkloppen woor , as ick mal - bi Dag'- mit Vetter to Wagen na Pahlhude un na de Eider fahrn schull .	1
in son Art Eensamkeit is en junk Minschen , heel as verstrickt un vertißt in een Gedanken , mag't Lev oder Haß sin .	1
mann'gen Zierrôt seiht Ih dodrân un Edelgestéine , Gollnet Kunstwiark ; me mäk't et nit méih , wei wöll et betahlen ?	0
» Ja , aver wo Hüsen finnen ? «	1
dat Koorn queel sik lang , man so hooch to kamen , dat sik dar en Krei in versteken kunn , de Kö harrn en povere Weid , un de Utsichten op en gode Heuaarn weren wat wietlöftig .	1
man föhlt Märkenstimmung rund um sik rüm .	1
düt Huus warrt mi von nu an meer seen as fröer – heff veel versüümt un verschüldt , veel goottomaken ! « He strakel eer lisen över ' n Kopp .	1
sei vertallten Josua , wat se beliäwet harren un säğğen » De Häär hiät dat ganze Land in unse Hand 'egafft .	0
de Katte woll futt , aber de Walter woll dat nit .	0
» Is noch nich so ielig , lat em man ok wat afkriegen « , wies he op sien Hund , as en Aart Mittelsperson , » he hett ok sien Deel verdeent , ahn em weer't wull nich gahn ! « De Hund much't verstahn , he keem glückselig op den Oln to un lick em de Hann un Ol kun n't gegen den Rechten doch nich los warrn .	1
iék dä as wöll iék dorin gohen ; Ower iék schmieg 're miék ân un leit diam Öihmen dian Viartritt .	0
» Aver wat ik seggen wull , Maria , wat ik seggen wull : du sneerst mi ümmer in Gras un Koorn ... «	1
he schüddkopp un sweeg .	1
all wellt se usse Siuerland saihn , all wellt se Sumerdag in ’ t Grain , dai iut d ’ r grauten Stadt .	0
» Woveel Höner hest al ? « froog Jochen .	1
» Goot , Paul , so ga hin un bedank Di veelmal bi eer un laat eer los ! «	1
» Aver van Deuvel , wo is se bleben – Du mußt dat weten ! « Paul reet de Spieskamerdöör apen .	1
sei bruchten keine Geschenke un villichts ouk keinen Chrisboum .	0
so en junges Lärben fortschmitten weren em Holletspurl .	0
biu daun niu ?	0
Maren mußt vondaag ganz tofreden laten , Du hest eer verschreckt. « Se trock em mit na buten .	1
hei wätt diëck nit afwîsen .	0
» Nee , dat is waar , dat paßt nich , Tante paßt ni för Di – na Maren denn ! « Paul waar bina en beetjen benaut .	1
me fräöget sick , bu dä gestrenge Siälsüörger van Ergensdorp dat schluacken hiëtt , et maut füör iähm ne Ütze wiän sin .	0
Boarümme wollt iëhrt 'ne dann bestraofen ? « Tiëger alle sine Lüü sağğe David : » Ink es dat duoch bewiëtten , dat min äigenen Suohn miëck ümbrängen well .	0
keen Lufttog , keen Wolk ; de Bradden danzt un beevt över de Heiloh , de Krei jappt op ' n Tilgen , Lerch un Geelgöschen verkruupt sik in ' n Schatten , Snaak , Adder un Sünndrang liggt un luurt in de pralle Sünn .	1
blouß dann , wann de Häär miëck van diner Sîte futt niämmet , dann kriss du dat 'eschonken , süss nit. « Indiäm dat se sou widder göngen , kam op äinmaol en Strîtwagen antefouhern .	0
du harrst een utsöken schullt , de beter mit de Jaren di Di paßt ! « Se krempel de Ärmels op , as wenn se an de Arbeit wull .	1
dar an de Slüsenkuhl liggt dree Bengels to angeln .	1
un at sei vüör Guott stönnen , sprâk Josua taum ganzen Volk : » De Häär lött ink seggen : > Inke Vüöröllern wuohneren vüör langer Tid giëssît vam Euphrat .	0
denn ritt he hooch to Peer över dat wide Feld .	1
» Aas du ! « röp se em to un perr mit ' n Fot dal .	1
as se nu eenmal in en Kat wedder Swartsuer eet , fallt twee von de groten Bokweetenklüten von den Disch un trünnelt achter den Kuffer .	1
hei schleip met iëhr ; sei was gurrer Huoppnunge un brache Kain op de Welt un saġġe : » Iëck hewwe en Suohn gebuorn un Guott hiät mi bi'estoahn ! « Un et dûere sine Tîd , dao brache sei diän twedden Suohn op de Welt un diän näumere se Abel .	0
Boysen harr den Disch to Siet schaben un seet krumm vör eer , Ellbagen op de Knee un de Hannen foolt .	1
» Hier mien Hand un minen Glückwunsch , Herr Struck !	1
dat freet un teer an eren fledigen Körper .	1
dat heet , eegentlich heet he Peter Reilers , hochdütsch Peter Rehders , Rehders mit ' n h inne Mitt .	1
dao möchen se siëck niäwer di opstellen .	0
eck serrn doch chinn Höckelze un unger Water öhmen kann eck ock nitt .	0
de Saak warrt dalschreben , Persepter. «	1
. , seggt Meta .	1
ja , Maria weer en Königskind !	1
de Indianer hebbt en gruliche Angst vör dat Photographieren un dat Afmaln .	1
wo ’ ne Katte also nit als Heemoard kann husen , do kann sei natürlick ok gar nit musen .	0
ower nu höret miék ân !	0
wiärd owwer ’ ne wildwassende Art kultiveert , odder taum Verpaaren gebracht met ’ ner ähnlicken Art , dei schon veriädelt ies , so entsteht düörch so ’ ne Krützung tenächst ’ ne halwveriädelte Art , dei owwer düörch widderes Krützen un Kultiveeren taur schönsten Vollkuommenheit gebracht werden kann .	0
de Koppersmid awer lach sik in de Fust un güng ' to Bett .	1
» Unverzagt , wedderhal Pött mit Æwertügung , vertraxten Bengel , lett de Ohrn ni hangn , dat schall denn all mit Störrtseen kam , un richt se doch wedder op .	1
sei wätt ink op diän Kopp trîen , un iëhrt wett se in dei Hacken bîten ! « Un tiëger dei Frau saġġe hei : » Un di well iëck viëll Mechten un Wäihdâge berei'en , wann du in Huoppnunge büs .	0
dei Ollen hett se op'ehisset .	0
se eeten mal , wen n't smecken wull un nöhmen en Sluck darto .	1
ik weet all , wat du seggen wullt , wat du woll meenst , en farige Fahn kost licht tein Daler .	1
to de eersten höörst Du .	1
Klaas Lamack stüür op den Paster to un see vergnöögt : » Daar hebbt S ' mi goot rutreten , Herr Paster !	1
dao gräip 'ne Saul am Zippel van sinem Kamesoul , owwer dä räit af .	0
Wogr ' hei siék doch un woll sou vermiaten Rüsteviéls Huénig vertiahren !	0
» He steeg vör en Stunnstiet na ' n Koornböön , ik heff em ni trüchkamen seen. «	1
Alaaf , Helau , liërget Strauh – Helau , liërget Strauh - liërget Strauh Strauh – au ! - .	0
Dresden .	0
doch Komm't !	0
» Olle Pottenkiker , man rin , de Huusdöör is apen ! « lach de Meister .	1
nüms kriggt to weten , wat wi hebbt ; schreben warrt blot , dat mi allens mit tohöört .	1
ik höör Di gaan , Anna , Du geist in en widen Bagen üm mien Fraag rüm – wat hest Du darut ? «	1
eck winkere rüöwer nao iähr , wîlat eck mi freiëre .	0
boise Mensken , wat herr ey do dohn ?	0
* * * „ Et mot anders gohn. “	0
Adonija owwer , wat de Suohn van David un siner Frau Haggit was , wouë oprützig un sağğe : » Iëck well Küönig sin ! « Un hei harre siëck Wagens un Piärre tau'elağğt un fifftig Lüü as sine Lîfgarde .	0
dät git Stunnen , do frögget sick de Frugge abber , wann ick meynen Laihn kreyge , dachte sick Jossef un schrav de Überstunnen up .	0
eunes Muorgens froget de Magister Hiärmen , biu viel Götter dat et gäfften .	0
Bewiset mi inke Trügge , indiäm dat iëhrt mine Öllern un Bröüers und Süstern un alle Lüü , dei met ne im Huse wuohnet , nit doutschlott. « Dao säğğen dei Kundschafters : » De Häär sall uns selwer doutschlaon , wann ink un inke Famillge wat taustött .	0
wi künnt uns ' Melk un Korn licht los wardn , un wat wi brukt , kümmt uns veel billiger mit de Isenbahn as to Wagen .	1
denn darin söcht he sin Ehr , de dicksten Porrestangen to hebben , un dat Weder een ' Dag fröher to bestimmen as de annern kloken Lüd .	1
see ok Paul , as he Maren von den Wagen holp .	1
min ganzes Geprüöttelze , minen ganzen Husraot hiäs du üöwweräin'ekraoset !	0
de Dag was wahne schoin taum Jagen ; Ne biätern konn et gar nit gyen .	0
gegen Abend keem en grotes Auto , höll still , en Herr steeg ut , verhannel mit de Swartköpp un nu keem Leben in de ganze Bann ' .	1
„ Och , – de – Magister – frogere – myi , biu viel – Götter – dat et – gäfften – un dat – wußte ick nit. “ „ Dumme Junge “ , saggte Christejon , „ men eunen ! “ „ No , diu kannst fräuh syien , dat hai dyi nit froget hiät “ , saggte Hiärmen , „ ick saggte drai un dat was noch nit mol gnaug “ .	0
da knurr he noch , as wenn he ehr bieten wull .	1
ower se vertellet us nixen dorüewer , of de Knechte un Miäkens vam Huawe äok met diän Kingern van iährer Herskop Dänßerske un Dänßer spiellen drofften .	0
op Kratt un Busch röög sik keen Blatt , de Otterndiek weer glatt un blank as en Iesbaan un spegel den klaren Heben , över de Heiloh danz de Bradden , de grönen , gelen un witten Koornfelder an ' n Rand , Ilenbeck , Niemölen , de Dannkoppeln to Noorn un Westen – allens in en finen blauen Daak , as leeg en Sleier daröver .	1
owwer de Guott van minem Vâer es mi bi'estaohn , hiät miëck 'esiägnet un sou rîke 'maket .	0
sowiet dat Og reck , nix as glatte Bahn , wo ok keen Streek langs trocken weer .	1
`` Jä gewiß Heer Pastaier , dät mögge Jey wuohl seggen .	0
drümm well ' k wîer diän Biärg roppstîgen un met diäm Häären küern .	0
schnuien un Schellen hiät füör miek ne nigge Beduitunge krieen .	0
David wochte in diät Stâdtpaorte .	0
» Praat oder nich praat , wenn de Befeel kommt , warrt marscheert ! « brumm Antoon .	1
he müß to Hus , ümmer den Hambörger Lichtschien entgegen .	1
wat wull Maren ?	1
Wei sölle glöiwen , dei Widder Wöre Lampen awmurksen un Au diar Schätze berauwen ?	0
de Häär owwer sağğe tiëger Samuel : » Dau diäm Volke sinen Willen in allem , wat iät verlanget .	0
de Kaerls nåmen de Flucht un laiten alles im Sticke .	0
hai is mey iuter Kunne wassen .	0
dä olle Holtrichter un dä hauge Politik	0
kam noü de Teyt fäer de Aandacht , de Glocken löüt un harre lüiet , vey koine Aanstalten machten opdehören , do kümmet Schmitten Mämme met deäm Rasenkranz in deän Hängen , un settet siék neäben us .	0
ok Neels Kiwitt stüür dar hin un keem graad in den Ogenblick an , as de Buurvaagt wedder weg gung , üm na Stadt to riden .	1
ower dai arme Mann matt doch wot te iäten hewwen , kümmet hai dann säu run ? “ „ Gewiß “ , saggte Hiärmen , „ wenn hai niu nit kümmet , dann well hai kain Froihstück hewwen , dann ietet hai van Middag säu viel mähr .	0
wann de Pharao ink raupen däut un ink fräöget , van wat iëhrt liäwet , dann seġġt : vî sind van klein op Veihhäiern 'ewiäst un hett van diärVeihtucht 'eliäwet , sou as unse Vüöröllern .	0
– un dit sünd Adam sin !	1
O , föihrt miék , Reip hei , ielig dohién !	0
ganz bedächtig kroup hei dorin un tastere sachte Hie- un dohién un sagte etlest ' met fuchtigen Worden : O , wu föihrt Ih miék schlecht !	0
liëwwert uns dei Mannslüü van Gibea ut , düet Lumpenpack un Kropptüüğ !	0
warraftig , Leila es auk wiër dao .	0
dao sagg de Mann : dann mäu vi de Kau slachten !	0
wann dyek mol kit dai weysen Heren , Wat soll ’ t dey do nau seltsen weren ; Wat werste nau dät Swäiten kreygen , Wann diu wers froget un maß sweygen .	0
et mag sai ümme 1905 weäsen sien .	0
un hiat siék sou éiner ümm ' weltliéke Saken Üewermöitig bekümmert , wu well hei bian un singen ?	0
hei was klein un dick un harre en Puckel .	0
sou dacht ' hei .	0
öwrigens hett uns Herrgott am meisten darbi daan , denn ahn en rechtfardig Unwedder weern twee so ' n egensinnige Köpp , as mien Dag ' Tellingsteder Grund un Boorn optrocken hett , nich tosam to bögen west .	1
- Hädden mij doch eyn Kijnd , so witt wie Schnie , so schwarrt wie datt Hollet van däm Finschterrohmen und so roart wie Blut .	0
dar mutt he sik bi den Dutt Weeten up en Hüker dalsetten .	1
bi den Kaffi mutt allens lies hergaan « , begöösch Elsbe , » sünst kann man jo ni hören , wat de Kaffiketel singt. «	1
dao wouë de Häär wâne vernînig : » Israel hiät Sünne 'daon un hiät diän Bund 'ebruocken .	0
un as he sik noch losrieten wull un mit de Arms fuchtel , da meen de Jäger : » Nu wullt mi ok noch slagen ?	1
» Seet Ji woll ?	1
dei Throunhalle was vam Buom bis an dei Diëcke met Zedernholt verkledt .	0
Maria harr eer Neitüüch op ' n Schoot leggt , de lütten Hannen darop .	1
harrn em al lang kennen müßt , Spitz , an Büx un West , sünd wi denn hönerblind ?	1
„ Graitken !	0
in der gluiken Tuit hett äouk dai Noawers Biälecke , Ruihen , Kallnhoardt , Hiärspiärge un Miärsebiärg Stadtrechte krieen .	0
wai wäit ? “ Dann fluspert nit blaus de Schmiusewind van Knospen und Froijohrsdroimen , dann briuset ock riuh de Sturm diär ‘ n Grund , schürret giäle Blaar van diän Boimen .	0
sau , niu is de Sake prot .	0
bat noideg is , dat hew ei neu hoort , Drümme hew ei uch intefinnen akrot .	0
Boarümme hiäs du miëck nao hî 'schicket ?	0
Paul Struck !	1
wat de Buur ni kennt , dat fritt he nich , friet he ok nich – mien Broder kunn Se kort afwisen .	1
» Nu , ik meen man .	1
et was mey ok altens , ase wann ik den Spauk härr ` schleyken hoort , un en paarmool is et mey kalt diär den Rüggen laupen – et is nit richtig “ .	0
laat uns ' Jungs Soldaat spelen , dat hett Sinn , Ji weet , worüm ! «	1
vi stüörteden uës halsüöwwerkopps jäider in äine Stiege , ümm uës te verstoppen , et was keine annere Deckungk in de Nöchte .	0
awer dat weer to riskant ; denn snee man sik in sin eegen Fleesch .	1
dao hett siëck alle Mannslüü un Fraumenschen un alle Inwüöhners retur 'etrocken .	0
de arm Deern ! «	1
met di well iëck van frischem ânfangen un dine Naokuommen tau 'nem grouten Volk maken , dat nuoch grötter un stiärker es as düet Volk. « Owwer Mose antwuorre : » Wat wett dao owwer dei Ägypters tau seggen ?	0
do , up mol wur't stille .	0
Diämähnlick ergeht et ok viälen Menschen .	0
dat Rümreisen in Dörp und Stadt harr em minschenmööd maakt un bisterig darto , as harr he sik sülben verlaren – he weer nu mal en sünnern Mann , en echten Heidjer .	1
in düesem Gedicht het alle Diers op ` m Huaf en Aanrecht op dai Noricht , dat de Her däot is un nit länger met ` ne kuiern kann .	0
met d ’ r Welt wören dai beiden ferrig , met Guatt imme Reinen .	0
un denn leeg he op den lerrigen Sack un flöök un bölk un reep üm Hölp .	1
nu würr de Heek frie un schöv sik mit en Enn ' von de Snor in dat Krut dicht bi Hans Plath .	1
Reinhart , min andrer , soh dei Begiégnung un pock siék dian Öigler Schmack an diar Struatte , spiélde sin Spiél un räch 're dian Brauer .	0
Hannes weer ganz glücklich ; Niklaas sien Kameraden vertrocken em , un Fräulein Konstanze pleeg em un köff em nies Tüüch un schöne Krempers ; en Hoot wull he ni hebben , sien Soldatenmütz gung em över allens .	1
äinmol was et doch reine te arg .	0
wör hei Hêrr , sou wören wi alle tehoupe verduarwen .	0
Steveln an , sünst kommst in ' n Kasten bi Water un Broot ! ‹ Antoon is al vör achtunveertig Ünnerofßeer west bi den Dän , schallst Du weten , un hellisch schabberig .	1
